Date-Time,DIA,ONEQ,SPY,VOO
2000-02-25,98.56,,133.3281,
2000-02-28,100.1,,136.125,
2000-02-29,101.6,,137.4375,
2000-03-01,101.6,,138.4375,
2000-03-02,101.7,,138.5312,
2000-03-03,103.9,,141.125,
2000-03-06,101.7,,139.75,
2000-03-07,98.0,,137.0468,
2000-03-08,98.47,,136.875,
2000-03-09,100.3,,140.875,
2000-03-10,99.56,,140.125,
2000-03-13,99.63,,138.5937,
2000-03-14,98.47,,136.625,
2000-03-15,101.6,,139.8125,
2000-03-16,106.8,,146.3437,
2000-03-17,106.1,,146.9375,
2000-03-20,106.8,,146.1875,
2000-03-21,109.1,,149.1875,
2000-03-22,108.6,,150.0937,
2000-03-23,111.1,,152.6562,
2000-03-24,111.1,,153.5625,
2000-03-27,109.8,,151.9375,
2000-03-28,109.4,,151.0625,
2000-03-29,110.8,,151.2187,
2000-03-30,110.1,,148.6875,
2000-03-31,109.4,,150.375,
2000-04-03,112.7,,151.25,
2000-04-04,111.7,,150.125,
2000-04-05,110.4,,149.1875,
2000-04-06,111.4,,150.4843,
2000-04-07,110.9,,151.4375,
2000-04-10,112.1,,150.8437,
2000-04-11,113.3,,150.4062,
2000-04-12,110.5,,146.2812,
2000-04-13,109.0,,144.25,
2000-04-14,102.5,,136.0,
2000-04-17,106.0,,140.75,
2000-04-18,107.1,,144.4687,
2000-04-19,106.8,,143.125,
2000-04-20,108.8,,143.8125,
2000-04-24,108.9,,142.25,
2000-04-25,111.3,,148.1562,
2000-04-26,109.0,,146.4843,
2000-04-27,108.4,,146.0,
2000-04-28,107.6,,145.0937,
2000-05-01,108.1,,147.0625,
2000-05-02,107.1,,144.125,
2000-05-03,104.8,,140.75,
2000-05-04,104.3,,141.8125,
2000-05-05,105.8,,143.5312,
2000-05-08,105.9,,142.4531,
2000-05-09,105.4,,141.3125,
2000-05-10,103.3,,138.125,
2000-05-11,105.8,,141.2812,
2000-05-12,106.3,,142.8125,
2000-05-15,108.2,,145.2812,
2000-05-16,109.3,,146.6875,
2000-05-17,107.8,,145.1562,
2000-05-18,107.4,,143.375,
2000-05-19,106.6,,141.125,
2000-05-22,105.5,,140.0625,
2000-05-23,104.4,,138.0,
2000-05-24,105.4,,140.25,
2000-05-25,103.5,,137.8437,
2000-05-26,103.1,,138.0,
2000-05-30,105.4,,142.5,
2000-05-31,105.1,,142.8125,
2000-06-01,106.5,,145.3125,
2000-06-02,107.5,,147.8437,
2000-06-05,108.3,,147.125,
2000-06-06,107.6,,146.4687,
2000-06-07,108.3,,147.4843,
2000-06-08,106.8,,146.9062,
2000-06-09,106.3,,146.5937,
2000-06-12,105.7,,144.875,
2000-06-13,106.5,,147.5937,
2000-06-14,107.3,,147.8437,
2000-06-15,106.8,,148.1562,
2000-06-16,104.5,,146.5937,
2000-06-19,105.6,,148.4687,
2000-06-20,104.8,,147.9375,
2000-06-21,104.9,,147.875,
2000-06-22,104.0,,145.625,
2000-06-23,104.4,,144.375,
2000-06-26,106.0,,146.2343,
2000-06-27,105.4,,145.1562,
2000-06-28,105.4,,145.5625,
2000-06-29,104.3,,144.1875,
2000-06-30,104.4,,145.2812,
2000-07-03,106.0,,147.2812,
2000-07-05,105.0,,144.625,
2000-07-06,105.1,,145.75,
2000-07-07,106.3,,148.0937,
2000-07-10,106.5,,147.8437,
2000-07-11,107.3,,148.1562,
2000-07-12,107.8,,149.125,
2000-07-13,108.0,,149.7812,
2000-07-14,108.3,,151.25,
2000-07-17,108.0,,151.0,
2000-07-18,107.6,,149.7656,
2000-07-19,107.2,,148.5625,
2000-07-20,109.1,,150.625,
2000-07-21,107.0,,147.6875,
2000-07-24,106.8,,146.8437,
2000-07-25,106.8,,147.3125,
2000-07-26,105.5,,145.875,
2000-07-27,106.0,,145.375,
2000-07-28,105.0,,142.0937,
2000-07-31,105.0,,143.0,
2000-08-01,106.0,,143.875,
2000-08-02,107.0,,144.5937,
2000-08-03,106.9,,145.5937,
2000-08-04,107.5,,146.375,
2000-08-07,108.6,,148.125,
2000-08-08,109.7,,148.6875,
2000-08-09,109.1,,147.4375,
2000-08-10,109.2,,146.7187,
2000-08-11,110.3,,147.4062,
2000-08-14,111.7,,149.2812,
2000-08-15,110.9,,149.1562,
2000-08-16,110.5,,148.625,
2000-08-17,110.8,,150.1875,
2000-08-18,110.4,,149.6875,
2000-08-21,111.1,,150.5,
2000-08-22,111.5,,150.25,
2000-08-23,111.5,,150.8437,
2000-08-24,112.0,,151.3125,
2000-08-25,112.2,,151.25,
2000-08-28,112.7,,151.7656,
2000-08-29,112.5,,151.7968,
2000-08-30,111.2,,150.3437,
2000-08-31,112.5,,152.3437,
2000-09-01,112.5,,152.5,
2000-09-05,112.9,,151.2812,
2000-09-06,113.2,,149.5625,
2000-09-07,112.8,,150.8437,
2000-09-08,112.1,,149.8125,
2000-09-11,112.1,,149.5937,
2000-09-12,112.9,,148.5,
2000-09-13,112.1,,148.8906,
2000-09-14,111.0,,149.6406,
2000-09-15,109.0,,146.0,
2000-09-18,108.3,,144.6562,
2000-09-19,108.0,,145.9687,
2000-09-20,106.9,,144.8906,
2000-09-21,106.3,,142.6875,
2000-09-22,108.8,,145.2812,
2000-09-25,108.1,,144.25,
2000-09-26,106.2,,142.4062,
2000-09-27,106.5,,143.1562,
2000-09-28,108.3,,145.0,
2000-09-29,106.6,,143.625,
2000-10-02,107.1,,143.8437,
2000-10-03,107.0,,142.5,
2000-10-04,107.9,,143.6875,
2000-10-05,107.5,,144.1875,
2000-10-06,106.2,,141.0625,
2000-10-09,105.8,,140.0,
2000-10-10,104.9,,137.6875,
2000-10-11,104.4,,136.5312,
2000-10-12,100.4,,133.125,
2000-10-13,101.9,,137.5625,
2000-10-16,102.7,,138.1875,
2000-10-17,100.6,,134.75,
2000-10-18,99.78,,134.25,
2000-10-19,101.8,,139.3125,
2000-10-20,102.4,,139.9062,
2000-10-23,103.1,,140.5312,
2000-10-24,103.4,,139.5937,
2000-10-25,102.9,,136.3125,
2000-10-26,103.7,,136.6875,
2000-10-27,106.2,,139.2812,
2000-10-30,108.2,,140.5312,
2000-10-31,109.4,,142.9531,
2000-11-01,109.2,,142.4687,
2000-11-02,108.6,,142.7031,
2000-11-03,108.2,,142.7812,
2000-11-06,110.0,,143.7812,
2000-11-07,109.8,,143.75,
2000-11-08,108.8,,140.5625,
2000-11-09,108.2,,140.0312,
2000-11-10,106.1,,136.625,
2000-11-13,105.4,,135.5625,
2000-11-14,107.3,,139.125,
2000-11-15,107.3,,139.5625,
2000-11-16,106.6,,137.375,
2000-11-17,106.2,,136.6406,
2000-11-20,104.7,,134.6875,
2000-11-21,105.4,,135.375,
2000-11-22,103.9,,132.1406,
2000-11-24,105.1,,134.8437,
2000-11-27,105.9,,136.0312,
2000-11-28,105.3,,133.6875,
2000-11-29,106.0,,133.4375,
2000-11-30,104.4,,132.2812,
2000-12-01,103.8,,132.2187,
2000-12-04,106.0,,133.3437,
2000-12-05,108.9,,137.7187,
2000-12-06,106.7,,135.5156,
2000-12-07,106.0,,133.6562,
2000-12-08,104.5,,133.9687,
2000-12-11,107.6,,138.625,
2000-12-12,108.1,,138.0312,
2000-12-13,108.1,,136.1406,
2000-12-14,106.7,,134.4062,
2000-12-15,103.8,,130.9687,
2000-12-18,106.6,,132.7187,
2000-12-19,105.6,,130.0156,
2000-12-20,103.0,,126.25,
2000-12-21,104.9,,127.125,
2000-12-22,107.0,,130.9375,
2000-12-26,107.5,,132.3437,
2000-12-27,108.4,,133.3125,
2000-12-28,108.8,,133.7187,
2000-12-29,106.8,,131.1875,
2001-01-02,106.4,,128.8125,
2001-01-03,109.5,,135.0,
2001-01-04,109.2,,133.5468,
2001-01-05,106.3,,129.1875,
2001-01-08,106.3,,130.1875,
2001-01-09,105.4,,129.8437,
2001-01-10,106.6,,132.125,
2001-01-11,105.9,,132.25,
2001-01-12,105.3,,132.0,
2001-01-16,106.4,,132.8437,
2001-01-17,106.0,,133.4531,
2001-01-18,106.7,,134.7812,
2001-01-19,105.6,,134.0156,
2001-01-22,106.1,,134.9062,
2001-01-23,106.5,,135.9687,
2001-01-24,106.3,,136.375,
2001-01-25,107.3,,136.0312,
2001-01-26,106.6,,135.875,
2001-01-29,107.1,,136.6,
2001-01-30,108.7,,137.8,
2001-01-31,108.7,,137.02,
2001-02-01,110.0,,137.93,
2001-02-02,108.6,,134.8,
2001-02-05,109.8,,135.79,
2001-02-06,109.6,,135.39,
2001-02-07,109.6,,134.69,
2001-02-08,108.7,,133.12,
2001-02-09,108.0,,131.84,
2001-02-12,109.6,,133.35,
2001-02-13,109.3,,132.26,
2001-02-14,108.3,,132.06,
2001-02-15,109.3,,133.34,
2001-02-16,108.2,,130.4,
2001-02-20,107.5,,128.39,
2001-02-21,105.3,,125.62,
2001-02-22,105.7,,125.81,
2001-02-23,104.6,,124.96,
2001-02-26,106.7,,127.62,
2001-02-27,106.6,,126.44,
2001-02-28,105.0,,123.95,
2001-03-01,104.7,,124.6,
2001-03-02,104.8,,123.61,
2001-03-05,105.6,,124.74,
2001-03-06,106.2,,126.08,
2001-03-07,107.5,,126.98,
2001-03-08,108.6,,127.12,
2001-03-09,106.2,,123.36,
2001-03-12,101.9,,118.08,
2001-03-13,102.9,,120.02,
2001-03-14,100.2,,117.65,
2001-03-15,100.4,,117.68,
2001-03-16,98.38,,115.01,
2001-03-19,99.75,,117.35,
2001-03-20,96.96,,114.2,
2001-03-21,94.8,,112.26,
2001-03-22,93.45,,111.12,
2001-03-23,95.3,,114.48,
2001-03-26,97.2,,115.94,
2001-03-27,99.19,,118.31,
2001-03-28,97.66,,115.04,
2001-03-29,98.14,,115.48,
2001-03-30,99.14,,116.69,
2001-04-02,97.39,,114.2,
2001-04-03,94.3,,110.39,
2001-04-04,95.31,,110.85,
2001-04-05,99.39,,115.05,
2001-04-06,98.2,,113.3,
2001-04-09,98.82,,114.56,
2001-04-10,101.0,,116.65,
2001-04-11,100.18,,116.73,
2001-04-12,101.7,,118.85,
2001-04-16,101.0,,117.6,
2001-04-17,102.3,,119.26,
2001-04-18,106.4,,124.0,
2001-04-19,107.2,,125.65,
2001-04-20,106.0,,124.5,
2001-04-23,105.2,,122.24,
2001-04-24,104.8,,121.58,
2001-04-25,106.5,,123.17,
2001-04-26,107.0,,123.72,
2001-04-27,108.2,,125.78,
2001-04-30,107.2,,126.66,
2001-05-01,109.0,,127.05,
2001-05-02,108.7,,126.82,
2001-05-03,108.1,,125.21,
2001-05-04,109.8,,127.34,
2001-05-07,109.2,,126.24,
2001-05-08,108.8,,126.18,
2001-05-09,108.6,,125.65,
2001-05-10,109.3,,126.02,
2001-05-11,108.5,,125.15,
2001-05-14,109.0,,125.4,
2001-05-15,109.2,,125.98,
2001-05-16,112.5,,128.95,
2001-05-17,112.9,,129.15,
2001-05-18,113.2,,129.74,
2001-05-21,113.3,,131.65,
2001-05-22,112.7,,131.48,
2001-05-23,111.1,,129.25,
2001-05-24,111.3,,129.63,
2001-05-25,110.2,,128.1,
2001-05-29,110.4,,127.08,
2001-05-30,109.0,,125.3,
2001-05-31,109.1,,125.95,
2001-06-01,110.5,,126.73,
2001-06-04,110.7,,127.34,
2001-06-05,112.0,,128.8,
2001-06-06,111.1,,127.73,
2001-06-07,110.9,,128.19,
2001-06-08,109.8,,127.0,
2001-06-11,109.4,,126.1,
2001-06-12,109.5,,125.88,
2001-06-13,108.8,,124.8,
2001-06-14,106.6,,122.0,
2001-06-15,106.7,,121.85,
2001-06-18,107.0,,121.26,
2001-06-19,106.2,,121.79,
2001-06-20,106.7,,122.43,
2001-06-21,107.1,,123.82,
2001-06-22,106.2,,122.85,
2001-06-25,105.1,,121.72,
2001-06-26,104.6,,121.55,
2001-06-27,104.5,,121.48,
2001-06-28,105.7,,122.15,
2001-06-29,105.2,,122.6,
2001-07-02,106.2,,124.13,
2001-07-03,106.1,,124.1,
2001-07-05,104.7,,121.68,
2001-07-06,102.6,,119.05,
2001-07-09,102.9,,119.7,
2001-07-10,101.8,,118.26,
2001-07-11,102.6,,118.38,
2001-07-12,105.2,,121.19,
2001-07-13,105.7,,122.24,
2001-07-16,105.1,,120.71,
2001-07-17,106.2,,121.84,
2001-07-18,105.6,,121.01,
2001-07-19,106.4,,122.07,
2001-07-20,105.8,,121.34,
2001-07-23,103.9,,118.95,
2001-07-24,102.7,,117.8,
2001-07-25,104.0,,119.1,
2001-07-26,104.6,,120.35,
2001-07-27,104.4,,120.81,
2001-07-30,104.1,,120.85,
2001-07-31,105.0,,121.35,
2001-08-01,105.3,,122.11,
2001-08-02,105.6,,122.61,
2001-08-03,105.4,,121.94,
2001-08-06,103.9,,120.3,
2001-08-07,104.6,,120.77,
2001-08-08,103.0,,118.53,
2001-08-09,103.2,,118.88,
2001-08-10,104.2,,119.29,
2001-08-13,104.2,,119.32,
2001-08-14,104.3,,119.27,
2001-08-15,103.6,,118.24,
2001-08-16,104.3,,118.65,
2001-08-17,102.5,,116.75,
2001-08-20,103.58,,117.83,
2001-08-21,101.5,,115.82,
2001-08-22,102.9,,117.02,
2001-08-23,102.5,,116.6,
2001-08-24,104.6,,119.02,
2001-08-27,103.9,,118.31,
2001-08-28,102.3,,116.58,
2001-08-29,101.2,,115.54,
2001-08-30,99.26,,113.32,
2001-08-31,99.88,,114.15,
2001-09-04,99.97,,113.42,
2001-09-05,100.6,,113.7,
2001-09-06,98.35,,110.77,
2001-09-07,95.85,,108.72,
2001-09-10,96.45,,110.05,
2001-09-17,89.1,,104.3,
2001-09-18,89.4,,104.05,
2001-09-19,87.47,,101.95,
2001-09-20,83.65,,98.71,
2001-09-21,82.8,,97.28,
2001-09-24,86.2,,100.7,
2001-09-25,86.9,,101.75,
2001-09-26,86.05,,101.39,
2001-09-27,86.75,,102.27,
2001-09-28,88.35,,104.44,
2001-10-01,88.68,,104.27,
2001-10-02,89.7,,105.58,
2001-10-03,91.2,,107.35,
2001-10-04,90.9,,107.44,
2001-10-05,91.12,,107.23,
2001-10-08,90.7,,106.53,
2001-10-09,90.63,,105.96,
2001-10-10,92.55,,108.32,
2001-10-11,94.2,,110.0,
2001-10-12,93.59,,109.5,
2001-10-15,93.57,,109.3,
2001-10-16,93.95,,109.99,
2001-10-17,92.01,,107.65,
2001-10-18,91.99,,107.42,
2001-10-19,91.9,,107.35,
2001-10-22,94.05,,109.47,
2001-10-23,93.6,,108.91,
2001-10-24,93.45,,108.62,
2001-10-25,94.98,,110.57,
2001-10-26,95.24,,110.32,
2001-10-29,93.06,,107.45,
2001-10-30,91.15,,106.16,
2001-10-31,90.68,,105.8,
2001-11-01,92.5,,108.51,
2001-11-02,93.41,,109.25,
2001-11-05,94.5,,110.68,
2001-11-06,96.15,,112.4,
2001-11-07,95.75,,112.25,
2001-11-08,96.23,,112.6,
2001-11-09,96.31,,112.72,
2001-11-12,95.53,,112.03,
2001-11-13,97.8,,114.55,
2001-11-14,98.55,,114.66,
2001-11-15,99.14,,114.87,
2001-11-16,98.87,,114.36,
2001-11-19,100.1,,115.77,
2001-11-20,99.13,,114.8,
2001-11-21,98.4,,114.04,
2001-11-23,99.9,,115.68,
2001-11-26,99.8,,115.93,
2001-11-27,98.92,,115.43,
2001-11-28,97.3,,113.34,
2001-11-29,98.8,,114.87,
2001-11-30,98.59,,114.05,
2001-12-03,97.8,,113.37,
2001-12-04,99.45,,115.29,
2001-12-05,101.2,,117.4,
2001-12-06,101.3,,117.34,
2001-12-07,100.9,,116.56,
2001-12-10,99.4,,114.38,
2001-12-11,99.05,,114.15,
2001-12-12,99.23,,114.28,
2001-12-13,97.6,,112.06,
2001-12-14,98.6,,113.13,
2001-12-17,99.3,,114.3,
2001-12-18,100.4,,114.98,
2001-12-19,101.2,,115.79,
2001-12-20,100.2,,114.65,
2001-12-21,100.5,,114.95,
2001-12-24,100.5,,114.73,
2001-12-26,101.1,,115.36,
2001-12-27,101.5,,116.06,
2001-12-28,101.2,,116.0,
2001-12-31,99.8,,114.3,
2002-01-02,100.9,,115.53,
2002-01-03,102.0,,116.84,
2002-01-04,102.8,,117.62,
2002-01-07,102.1,,116.79,
2002-01-08,101.7,,116.52,
2002-01-09,100.9,,115.57,
2002-01-10,100.9,,116.08,
2002-01-11,100.1,,114.94,
2002-01-14,99.15,,114.22,
2002-01-15,99.5,,115.15,
2002-01-16,97.14,,112.82,
2002-01-17,98.23,,113.67,
2002-01-18,97.9,,113.15,
2002-01-22,97.28,,112.37,
2002-01-23,97.4,,113.23,
2002-01-24,98.08,,113.58,
2002-01-25,98.48,,113.55,
2002-01-28,98.88,,113.86,
2002-01-29,96.19,,110.28,
2002-01-30,97.84,,111.87,
2002-01-31,99.24,,113.18,
2002-02-01,99.28,,112.65,
2002-02-04,97.0,,109.85,
2002-02-05,96.8,,109.17,
2002-02-06,96.63,,108.7,
2002-02-07,96.17,,108.02,
2002-02-08,97.62,,110.09,
2002-02-11,98.85,,111.44,
2002-02-12,98.79,,111.09,
2002-02-13,100.1,,112.27,
2002-02-14,100.3,,112.06,
2002-02-15,99.15,,110.89,
2002-02-19,97.52,,108.76,
2002-02-20,99.82,,110.59,
2002-02-21,98.38,,108.3,
2002-02-22,99.98,,109.64,
2002-02-25,101.6,,111.45,
2002-02-26,101.1,,111.22,
2002-02-27,101.7,,111.65,
2002-02-28,101.1,,111.15,
2002-03-01,103.8,,113.74,
2002-03-04,105.9,,115.75,
2002-03-05,104.8,,115.38,
2002-03-06,105.93,,116.75,
2002-03-07,105.6,,116.5,
2002-03-08,106.0,,116.99,
2002-03-11,106.1,,117.24,
2002-03-12,106.6,,117.17,
2002-03-13,105.3,,116.04,
2002-03-14,105.4,,115.88,
2002-03-15,106.2,,116.65,
2002-03-18,105.7,,116.67,
2002-03-19,106.7,,117.45,
2002-03-20,104.9,,115.24,
2002-03-21,104.6,,115.29,
2002-03-22,104.2,,115.04,
2002-03-25,103.0,,113.61,
2002-03-26,103.8,,114.27,
2002-03-27,104.3,,114.57,
2002-03-28,103.7,,114.52,
2002-04-01,103.4,,114.57,
2002-04-02,103.2,,113.94,
2002-04-03,102.3,,113.14,
2002-04-04,102.2,,112.67,
2002-04-05,102.9,,112.69,
2002-04-08,102.7,,112.93,
2002-04-09,102.3,,112.14,
2002-04-10,103.9,,113.41,
2002-04-11,101.8,,110.59,
2002-04-12,102.0,,111.42,
2002-04-15,101.0,,110.57,
2002-04-16,103.1,,113.2,
2002-04-17,102.4,,112.96,
2002-04-18,102.0,,112.47,
2002-04-19,102.6,,112.88,
2002-04-22,101.4,,111.0,
2002-04-23,101.1,,110.52,
2002-04-24,100.3,,109.41,
2002-04-25,100.5,,109.47,
2002-04-26,98.84,,107.39,
2002-04-29,98.2,,106.86,
2002-04-30,99.49,,107.86,
2002-05-01,100.9,,109.18,
2002-05-02,101.1,,108.76,
2002-05-03,99.96,,107.58,
2002-05-06,98.1,,105.47,
2002-05-07,98.2,,105.1,
2002-05-08,101.3,,109.01,
2002-05-09,100.5,,107.75,
2002-05-10,99.49,,105.72,
2002-05-13,101.2,,107.87,
2002-05-14,103.1,,110.22,
2002-05-15,102.9,,109.79,
2002-05-16,103.2,,110.36,
2002-05-17,103.4,,110.9,
2002-05-20,102.5,,109.7,
2002-05-21,101.4,,108.7,
2002-05-22,101.6,,108.94,
2002-05-23,102.3,,110.1,
2002-05-24,101.0,,108.69,
2002-05-28,100.1,,108.1,
2002-05-29,99.35,,107.3,
2002-05-30,99.34,,107.0,
2002-05-31,99.25,,107.22,
2002-06-03,96.95,,104.37,
2002-06-04,97.11,,104.63,
2002-06-05,98.23,,105.61,
2002-06-06,96.53,,103.46,
2002-06-07,96.22,,103.34,
2002-06-10,96.69,,103.74,
2002-06-11,95.37,,101.96,
2002-06-12,96.49,,102.58,
2002-06-13,95.38,,101.55,
2002-06-14,95.0,,101.4,
2002-06-17,97.07,,104.12,
2002-06-18,97.9,,104.97,
2002-06-19,95.81,,102.52,
2002-06-20,94.47,,101.21,
2002-06-21,92.82,,99.28,
2002-06-24,93.15,,99.8,
2002-06-25,91.17,,97.56,
2002-06-26,91.23,,97.72,
2002-06-27,92.86,,99.43,
2002-06-28,92.53,,98.96,
2002-07-01,91.06,,97.03,
2002-07-02,90.25,,94.97,
2002-07-03,90.63,,95.51,
2002-07-05,94.17,,99.31,
2002-07-08,92.96,,98.07,
2002-07-09,91.19,,95.6,
2002-07-10,88.3,,92.12,
2002-07-11,88.14,,92.87,
2002-07-12,86.65,,91.85,
2002-07-15,86.79,,92.34,
2002-07-16,85.05,,90.56,
2002-07-17,85.46,,90.74,
2002-07-18,83.85,,87.8,
2002-07-19,80.0,,84.71,
2002-07-22,78.06,,82.2,
2002-07-23,77.17,,79.95,
2002-07-24,82.1,,84.72,
2002-07-25,81.78,,84.0,
2002-07-26,82.85,,85.6,
2002-07-29,86.72,,89.77,
2002-07-30,87.05,,90.94,
2002-07-31,87.15,,91.16,
2002-08-01,84.87,,88.78,
2002-08-02,83.2,,86.79,
2002-08-05,80.47,,83.77,
2002-08-06,83.0,,86.59,
2002-08-07,84.65,,88.1,
2002-08-08,87.25,,90.95,
2002-08-09,87.6,,91.29,
2002-08-12,86.99,,90.62,
2002-08-13,84.95,,88.97,
2002-08-14,87.47,,92.22,
2002-08-15,88.33,,93.5,
2002-08-16,87.73,,93.22,
2002-08-19,89.92,,95.4,
2002-08-20,89.0,,94.39,
2002-08-21,89.95,,95.75,
2002-08-22,90.63,,96.68,
2002-08-23,88.72,,94.6,
2002-08-26,89.33,,95.26,
2002-08-27,88.5,,94.16,
2002-08-28,87.08,,92.1,
2002-08-29,86.75,,92.14,
2002-08-30,86.52,,91.78,
2002-09-03,83.16,,88.28,
2002-09-04,84.14,,89.54,
2002-09-05,83.4,,88.78,
2002-09-06,84.52,,90.0,
2002-09-09,85.18,,90.66,
2002-09-10,86.49,,91.7,
2002-09-11,85.68,,91.13,
2002-09-12,84.14,,89.45,
2002-09-13,83.53,,89.67,
2002-09-16,84.15,,89.89,
2002-09-17,82.16,,87.83,
2002-09-18,81.42,,86.95,
2002-09-19,79.64,,84.7,
2002-09-20,79.67,,84.35,
2002-09-23,78.8,,83.66,
2002-09-24,77.07,,82.31,
2002-09-25,78.66,,84.35,
2002-09-26,79.81,,85.73,
2002-09-27,76.85,,82.75,
2002-09-30,76.0,,81.79,
2002-10-01,80.0,,85.72,
2002-10-02,77.92,,83.15,
2002-10-03,77.38,,82.31,
2002-10-04,75.96,,80.8,
2002-10-07,74.74,,79.13,
2002-10-08,75.39,,80.37,
2002-10-09,73.12,,78.1,
2002-10-10,75.42,,80.63,
2002-10-11,78.99,,84.16,
2002-10-14,78.94,,84.63,
2002-10-15,82.8,,88.7,
2002-10-16,80.8,,86.55,
2002-10-17,82.84,,88.27,
2002-10-18,83.1,,88.64,
2002-10-21,85.42,,90.17,
2002-10-22,84.73,,89.52,
2002-10-23,85.23,,90.2,
2002-10-24,83.03,,88.36,
2002-10-25,84.63,,90.2,
2002-10-28,84.03,,89.61,
2002-10-29,83.71,,88.57,
2002-10-30,84.35,,89.43,
2002-10-31,83.75,,88.52,
2002-11-01,85.3,,90.27,
2002-11-04,85.7,,91.13,
2002-11-05,86.9,,91.85,
2002-11-06,88.05,,93.04,
2002-11-07,86.05,,90.76,
2002-11-08,85.28,,89.65,
2002-11-11,83.96,,88.26,
2002-11-12,84.3,,88.96,
2002-11-13,84.6,,89.05,
2002-11-14,85.65,,90.73,
2002-11-15,85.88,,91.4,
2002-11-18,84.91,,90.48,
2002-11-19,85.06,,90.36,
2002-11-20,86.93,,92.37,
2002-11-21,88.74,,94.09,
2002-11-22,88.19,,93.42,
2002-11-25,88.48,,93.48,
2002-11-26,86.9,,91.7,
2002-11-27,89.53,,94.28,
2002-11-29,88.9,,93.98,
2002-12-02,88.87,,94.13,
2002-12-03,87.93,,92.87,
2002-12-04,87.75,,92.45,
2002-12-05,86.62,,91.43,
2002-12-06,86.83,,92.03,
2002-12-09,84.76,,89.5,
2002-12-10,85.75,,90.7,
2002-12-11,85.99,,90.78,
2002-12-12,85.65,,90.77,
2002-12-13,84.37,,89.34,
2002-12-16,86.7,,91.65,
2002-12-17,85.57,,90.85,
2002-12-18,84.8,,89.8,
2002-12-19,84.01,,89.16,
2002-12-20,85.35,,89.99,
2002-12-23,85.14,,90.02,
2002-12-24,84.63,,89.35,
2002-12-26,84.55,,89.39,
2002-12-27,82.96,,87.38,
2002-12-30,83.35,,88.11,
2002-12-31,83.51,,88.23,
2003-01-02,86.18,,91.07,
2003-01-03,86.36,,91.35,
2003-01-06,87.67,,92.96,
2003-01-07,87.72,,92.73,
2003-01-08,86.17,,91.39,
2003-01-09,87.78,,92.81,
2003-01-10,87.99,,93.06,
2003-01-13,88.09,,93.03,
2003-01-14,88.44,,93.33,
2003-01-15,87.68,,92.4,
2003-01-16,87.3,,92.02,
2003-01-17,86.11,,90.66,
2003-01-21,84.68,,89.25,
